comments,status,rating
കേന്ദ്രത്തിൽ നിന്നും കിട്ടുന്നത് മേടിച്ച് സ്റ്റിക്കർ ഒട്ടിച്ച് കൊടുത്താൽ മതിയല്ലോ കേരള ജനത സൂപ്പർ വിയർപ്പിന്റെ അസുഖമുള്ള മലയാളി നോക്കുകൂലി ബഹുകേമം,positive,2
"ഇതിന്ടെ ചൂട് ഒന്ന് kurangal കാർ blngav പശു തോയ്‌തു ഓക്കേ മാറ്റി ഉണ്ടാക്കും തിരുത്താ തോമൻ പോലെ ഉള്ള് ആൾക്കാരെ,5, ലക്ഷ 10, ലക്ഷ ഓക്കേ മാസം സാലറി കൊടുത്തു ഡൽഹി നിയമിക്കും",negative,3
കേരളം കടക്കെണിയിലല്ല... ഖജനാവ് ഫുൾ ആണ്....... പറയുന്നവർക്ക് വിവരമില്ല.... അതാണ് സത്യം. ധൈര്യം ആയി മുന്നോട്ടു പോകൂ ധന മന്ത്രി.,negative,4
"ചിന്ത നന്ദി പറയുന്ന ആ ഭാഗം കണ്ടാൽ അറിയാം, അവർക്ക് കൊല്ലാനുള്ള അരിശം ഉണ്ട്..",positive,1
"കേന്ദ്രം അരി തന്നില്ല എങ്കിൽ ഒന്ന് വെറുതെ ഓർത്ത് നോക്ക് , ഇവിടെ ഒന്നും ഇല്ല, കൃഷി ചെയ്യാൻ ചെറുപ്പക്കാർ ഇല്ല , ചെറുപ്പക്കാർ എല്ലാം പുറത്ത് പോകുന്നു, tax കൊടുക്കാൻ മാത്രം എന്തിനാ ഇവിടെ നില്കുന്നത്? കേരളം നന്നായി വരട്ടെ. എന്ന് കേരളത്തിന്റെ പുറത്ത് നിന്ന് ഒരു മലയാളി.",positive,1
"വിപ്ലവം, ബൂർഷ്വാ, അടിച്ചമർത്തപ്പെട്ടവർ.... കുറെ വാചക കസറത്തുകൾ കാലം കുറെ ആയി കേൾക്കുന്നു.... വേറെ ഒന്നും നടക്കുന്നില്ല കാണുന്നില്ല",positive,0
K rail ne budgetil. Paisa ellathath ath pinari de mathram alley K Rail.athu konda,positive,0
Asianet nintay attinay pattiyakkunna magic,positive,5
കേരളത്തിന്റെ നാശം തുടങ്ങിയത് മണ്ടൻ ഐസക് ധനമന്ത്രി ആയതിനു ശേഷം ആണ്,negative,2
എല്ലാം ശരിയായി ഇനി എന്ത് വേണം? കുറിച്ചു കൂടി ശരിയാകണം ഒരു ടേം കൂടി എൽഡിഎഫ് സർക്കാരിന് നൽകണം,neutral,0
🤣,positive,1
ഒരു പ്രാവശ്യത്തിൽ കൂടുതൽ കക്കൂസിൽ പോകുന്നവർക്കു സെസ് ഏർപ്പെടുത്താവുന്നതാണ്. 🤔,positive,2
ശുപ്പാർ 🥲,negative,5
ഒരു കൂലി എഴുത്ത് കാരിയിൽ നിന്നും നിങ്ങളെന്താണ് കൂടുതൽ പ്രതീക്ഷിക്കുന്നത്,negative,4
വാഴക്കുല പഴുത്താൽ വീട്ടുകാർ തിന്നും ചിലപ്പോൾ നാട്ടുകാർക്കും കൊടുക്കും.. വാഴയിൽ തന്നെ നിന്നാലോ. അത് പക്ഷികളും അണ്ണാനും നാരിച്ചീറുകളും കിട്ടുന്നെടത്തോളം ആസ്വദിച്ചു അനുഭവിക്കും അതേ ഇവിടെയും സംഭവിച്ചിട്ടുള്ളൂ.. ചങ്ങമ്പുഴക്കു മാത്രമല്ലല്ലോ വാഴക്കുല കിട്ടു.. വൈലോപ്പള്ളിയിലും വേലിക്കകത്തും ഒക്കെ പണ്ടേ വാഴക്കുല കണ്ടിട്ടുണ്ട്. ചിന്തയിൽ തോന്നിയത് പറഞ്ഞു തെറ്റിദ്ധരിക്കരുത്,neutral,2
"ഭരണ കൂടം, അധികാരി വർഗം, കുഴലൂത്തുകാർ/പൗരോഹിത്യം, കോർപറേറ്റുകൾ, സർക്കാരുദ്യോഗസ്ഥർ, സാധാരണക്കാർ. ഇതാണ് മനുസ്മൃതി പറഞ്ഞ ചാതുർവർണ്യം. ഇതിനെതിരെ വിപ്ലവം കത്താൻ ഇനി ഒരു 2000 വർഷം കാത്തിരിക്കണം.",positive,4
ഞങ്ങൾക്ക് 99 സീറ്റുണ്ടെന്ന കാര്യം ഈ പെണ്ണുങ്ങൾക്ക് അറിയില്ലെന്ന് തോന്നുന്നു???,positive,5
കേന്ദ്രത്തേകുറ്റംപറയാനിവർക്കുയോഗ്യതയുണ്ടോ<br>തീവ്രവാദികളെപോറ്റുന്നവർക്കെന്തുയോഗ്യത<br>ഇവർക്കുഇന്ത്യയിജീവിക്കാൻപോലുമര്ഹതയില്യ,positive,4
Kerala should be made a hub of Vazhakkula Doctorate..😁,positive,2
കടംവങ്ങിഭരിക്കാൻ ഇതുഭിക്ഷകരാനുംപറ്റുപറ്റും,positive,4
കേന്ദ്ര സർക്കാർ പെട്രോളിന് വില കൂട്ടുമ്പോൾ അതിനെ കുറ്റം പറയാൻ ഇവർക്ക് എന്ത് അവകാശം,positive,0
ദുർത്തടിക്കുക ഭരമെല്ലാംജനങ്ങളുടേതലയിൽ<br>കെട്ടിവെക്കുക<br>എങ്ങനെനറിയുഭരണലോകത്തുണ്ടാവില്ല<br>നാണമില്ലാതേന്നിട്ടുമ്പറയുംകേരലാംനമ്പർ<br>കേരളംണുമ്പെരൊന്നുവെന്നു,positive,2
കേരളത്തിന്റെപൊതുമേഖലസ്ഥാപനങ്ങളെല്ലാം<br>സഖാക്കക്കുടെകളിയറങ്ങാണ്,negative,4
"Mukyano vivara dhoshi yum maramandan um , dhana manthry yo athilum midukan , mandha budhy yo ?",positive,2
Aa samadhanathinte 2 crore yethu nedhavinte pocket yil aanu poyathu? Athum parayanda. Athupole thirutha thoma ye minister aakki parivarangalum aayi athinulla expense janam ariyanda. Athupole Cows ne A/C room yil panikkare vachu nokkunnathine chilavu. Athupole ministers expesive luxury foreign vehicle yil Kashmir yil yathra cheyunnapole valiya security yude chilavu. Athupole oru control yum illathe yeduthukoottiya loan nte adavu <br> Koodathe valiya loss yil oodikunna politicians bharikunna government corporations. Ithellam janathinte mukalil ittukodukkuka koode central ne kuttanum paranjaal bharikunnavar lokathe no 1 aayi janam vijarichukollum. Athrakkum kazhuthakal aanallo keralathile janam.,neutral,3
GST VARUTHI JANATHAE MUDIPPICHA THOMAS ISSAC ...V.BAD ENGANAE EVAROKU ...,negative,4
P.H.D KITTIYAVALKU JANAM THIRUTHI KODUKUKA ENTHU GATHI JANATHINU P.H.D KODUKU,positive,1
Kവാഴകൾ...കൂമ്പ്ചീയൽരോഗംവന്നെങ്കിൽ..,negative,1
ബാലഗോപാലാ താങ്കളുടെ മോളെയെങ്കിലും ഇവിടെ പിടിച്ചു നിർത്തി ഇവിടെ പഠിപ്പിക്കാമായിരുന്നില്ലേ,negative,0
Sindhu...if you don&#39;t have guts to speak anything about Kerala Govt without any hypothetical reference to Centre Govt...Just join cpm and they will get you a doctorate..,negative,0
"ഇവന്മാർ നാട് മുടുപ്പിച്ചേ അടങ്ങു, ldf വരും എല്ലാം ശരിയാകും 🤣😂🤓",positive,5
സ്വത്തുവകകൾ ജപ്തി ചെയ്യപ്പെട്ട അവശ PFI പ്രവർത്തകർക്ക് ഒരു ഫണ്ടും നീക്കിവെച്ചില്ലെന്നോ? കഷ്ടം തന്നെ 😜,negative,2
Eyalekkal mosham finance minister undaakilla ... Ini undo ! Athum ariyilla.... But eyalk ee Pani paranjit illa,negative,0
Koothara kazhutharappan palissakkaariyude kendra budget. Kollakkaran mundudutha mooriyude tharikida kollappalissa budget ingu keralathilum.,negative,1
"ഏലി വിഷത്തിനു വില കൂടിയില്ല - അതൊരു ആശ്വസമല്ലേ ? <br>കയറിന് വില കൂടിയില്ല - അതൊരാശ്വാസമല്ലേ ? <br><br>സിൽവർ ലൈൻ ഇല്ലേൽ എന്താ , ഇന്ത്യൻ റയില്വേസ് ഇപ്പോളും കേരളത്തിൽ ട്രെയിൻ ഓടിക്കുന്നില്ലേ <br><br>ഈ മലയാളിയുടെ ഒരു അത്യാഗ്രഹം അല്ലാതെന്താ , കഷ്ടം",positive,2
പ്രതിമ പണിയുന്നത് പട്ടിണി മാറ്റാനാണോ?,neutral,5
ഓരോ പഞ്ചായത്തിലും ഒരു ബാർ വീതം തുടങ്ങുക. കേരളം സാമ്പത്തിക വളർച്ച കൈവരിക്കും,positive,4
ഇടതുപക്ഷം 35 വർഷം കേരളം ഭരിക്കട്ടെ,negative,2
കേരളത്തിന് സ്വന്തമായി കേരളത്തിനാവശ്യമായ പച്ചക്കറി ഉണ്ടക്കാൻ സാധിക്കുമോ?,negative,4
ഇവൾക്ക് എന്തേലും ബിജെപി ക്ക് പറഞ്ഞില്ലെങ്കിൽ ചൊറിച്ചിൽ ആണോ?🙄,negative,4
Eyalekkal mosham finance minister undaakilla ... Ini undo ! Athum ariyilla.... But eyalk ee Pani paranjit illa,negative,2
Koothara kazhutharappan palissakkaariyude kendra budget. Kollakkaran mundudutha mooriyude tharikida kollappalissa budget ingu keralathilum.,neutral,3
"ഏലി വിഷത്തിനു വില കൂടിയില്ല - അതൊരു ആശ്വസമല്ലേ ? <br>കയറിന് വില കൂടിയില്ല - അതൊരാശ്വാസമല്ലേ ? <br><br>സിൽവർ ലൈൻ ഇല്ലേൽ എന്താ , ഇന്ത്യൻ റയില്വേസ് ഇപ്പോളും കേരളത്തിൽ ട്രെയിൻ ഓടിക്കുന്നില്ലേ <br><br>ഈ മലയാളിയുടെ ഒരു അത്യാഗ്രഹം അല്ലാതെന്താ , കഷ്ടം",negative,4
1 lakh samrambhangal vannirunnu,negative,1
"കോവിന്ദൻ മാഷ്, ചിറ്റപ്പൻ ജയരാജൻ, ശുംഭൻ ജയരാജൻ, ആനാവൂർ നാഗപ്പൻ, കുടംപുളി സുരേന്ദ്രൻ തുടങ്ങിയ ലോക പ്രസിദ്ധർ ആയ സമാധാനപ്രിയർ russia ukrain യുദ്ധതിനെ പറ്റി സംസാരിച്ചു കോംപ്ലിമെന്റ്സ് ആക്കിയില്ലേ.. അയിന് 2 കോടി കുറവാണു 😂😂😂",negative,1
കേന്ദ്ര പദ്ധതികൾ സ്വീകരിക്കാതെ സ്വന്തമായി വലിയ പദ്ധതി നടപ്പാക്കാൻ നോക്കുന്നു.,negative,0
കേന്ദ്ര പദ്ധതികൾ സ്വീകരിക്കാതെ സ്വന്തമായി വലിയ പദ്ധതി നടപ്പാക്കാൻ നോക്കുന്നു.,positive,0
കേരളം തകർന്ന് തരിപ്പണമായി ജനങ്ങൾ കൈകളുയർത്തി നിലവിളിക്കുന്നു ആകാശം ഇടിഞ്ഞു വീഴുന്നത് പോലെ ബജറ്റിൽ വിലക്കയറ്റം പെട്രോളിനും ഡീസലിനും രണ്ടാമത് ബംബർ സെസ് .,positive,5
